data,length_used,feature_extraction,feature_selection,model,accuracy,f1,recall,precision,roc_auc,notes
fake_reviews_dataset,MinMaxScaler,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(1, 3))","PCA(n_components=500, random_state=42)","KNeighborsClassifier(n_neighbors=1, metric='cosine')",0.71668,0.74899,0.8454,0.67234,0.71667,
fake_reviews_dataset,MinMaxScaler,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(1, 3))","PCA(n_components=500, random_state=42)","KNeighborsClassifier(n_neighbors=3, metric='euclidean')",0.67998,0.70958,0.782,0.64948,0.74979,
fake_reviews_dataset,MinMaxScaler,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(1, 3))","PCA(n_components=500, random_state=42)","KNeighborsClassifier(n_neighbors=3, metric='manhattan')",0.67538,0.70696,0.78321,0.64431,0.74205,
fake_reviews_dataset,MinMaxScaler,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(1, 3))","PCA(n_components=500, random_state=42)","KNeighborsClassifier(n_neighbors=3, metric='cosine')",0.73729,0.76698,0.86484,0.68904,0.82108,
fake_reviews_dataset,MinMaxScaler,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(1, 3))","PCA(n_components=500, random_state=42)","KNeighborsClassifier(n_neighbors=5, metric='euclidean')",0.68693,0.71465,0.78408,0.65664,0.77223,
fake_reviews_dataset,MinMaxScaler,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(1, 3))","PCA(n_components=500, random_state=42)","KNeighborsClassifier(n_neighbors=5, metric='manhattan')",0.68013,0.71038,0.78466,0.64906,0.76386,
fake_reviews_dataset,MinMaxScaler,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(1, 3))","PCA(n_components=500, random_state=42)","KNeighborsClassifier(n_neighbors=5, metric='cosine')",0.74523,0.77412,0.87333,0.69519,0.85116,
fake_reviews_dataset,,"CountVectorizer(binary = True,min_df = 0.001, ngram_range=(1, 1)))","PCA(n_components=500, random_state=42)","SVC(probability=True, class_weight='balanced', random_state=42)",0.86105,0.86123,0.86272,0.85976,0.93511,
fake_reviews_dataset,,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(2, 2))","PCA(n_components=500, random_state=42)","KNeighborsClassifier(n_neighbors=1, metric='euclidean')",0.7408,0.72926,0.69827,0.76333,0.74084,
fake_reviews_dataset,,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(2, 2))","PCA(n_components=500, random_state=42)","KNeighborsClassifier(n_neighbors=1, metric='manhattan')",0.73457,0.72176,0.68855,0.75846,0.73455,
fake_reviews_dataset,,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(2, 2))","PCA(n_components=500, random_state=42)","KNeighborsClassifier(n_neighbors=1, metric='cosine')",0.75059,0.74331,0.7222,0.7657,0.75055,
fake_reviews_dataset,,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(2, 2))","PCA(n_components=500, random_state=42)","KNeighborsClassifier(n_neighbors=3, metric='euclidean')",0.75317,0.73188,0.6738,0.80096,0.80658,
fake_reviews_dataset,,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(2, 2))","PCA(n_components=500, random_state=42)","KNeighborsClassifier(n_neighbors=3, metric='manhattan')",0.74805,0.72492,0.66409,0.79816,0.80022,
fake_reviews_dataset,,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(2, 2))","PCA(n_components=500, random_state=42)","KNeighborsClassifier(n_neighbors=3, metric='cosine')",0.76529,0.75036,0.70556,0.80127,0.81861,
fake_reviews_dataset,,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(2, 2))","PCA(n_components=500, random_state=42)","KNeighborsClassifier(n_neighbors=5, metric='euclidean')",0.75087,0.7208,0.64323,0.8198,0.81902,
fake_reviews_dataset,,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(2, 2))","PCA(n_components=500, random_state=42)","KNeighborsClassifier(n_neighbors=5, metric='manhattan')",0.74567,0.71569,0.64029,0.81146,0.8119,
fake_reviews_dataset,,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(2, 2))","PCA(n_components=500, random_state=42)","KNeighborsClassifier(n_neighbors=5, metric='cosine')",0.76855,0.75059,0.69663,0.81362,0.83131,
fake_reviews_dataset,,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(2, 3))","PCA(n_components=500, random_state=42)","KNeighborsClassifier(n_neighbors=1, metric='euclidean')",0.74171,0.73134,0.7031,0.76201,0.74173,
fake_reviews_dataset,,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(2, 3))","PCA(n_components=500, random_state=42)","KNeighborsClassifier(n_neighbors=1, metric='manhattan')",0.73835,0.72693,0.69658,0.76015,0.73838,
fake_reviews_dataset,,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(2, 3))","PCA(n_components=500, random_state=42)","KNeighborsClassifier(n_neighbors=1, metric='cosine')",0.74909,0.74073,0.71687,0.76631,0.74904,
fake_reviews_dataset,,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(2, 3))","PCA(n_components=500, random_state=42)","KNeighborsClassifier(n_neighbors=3, metric='euclidean')",0.75376,0.7329,0.6758,0.80054,0.80583,
fake_reviews_dataset,,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(2, 3))","PCA(n_components=500, random_state=42)","KNeighborsClassifier(n_neighbors=3, metric='manhattan')",0.75163,0.72911,0.66855,0.80181,0.80393,
fake_reviews_dataset,,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(2, 3))","PCA(n_components=500, random_state=42)","KNeighborsClassifier(n_neighbors=3, metric='cosine')",0.76484,0.74893,0.70162,0.80319,0.81679,
fake_reviews_dataset,,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(2, 3))","PCA(n_components=500, random_state=42)","KNeighborsClassifier(n_neighbors=5, metric='euclidean')",0.75411,0.72572,0.65066,0.82046,0.81867,
fake_reviews_dataset,,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(2, 3))","PCA(n_components=500, random_state=42)","KNeighborsClassifier(n_neighbors=5, metric='manhattan')",0.74948,0.71993,0.64406,0.81613,0.81547,
fake_reviews_dataset,,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(2, 3))","PCA(n_components=500, random_state=42)","KNeighborsClassifier(n_neighbors=5, metric='cosine')",0.76672,0.74994,0.69963,0.80813,0.8294,
fake_reviews_dataset,,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(3, 3))","PCA(n_components=500, random_state=42)","KNeighborsClassifier(n_neighbors=1, metric='euclidean')",0.71673,0.69758,0.65347,0.74819,0.71668,
fake_reviews_dataset,,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(3, 3))","PCA(n_components=500, random_state=42)","KNeighborsClassifier(n_neighbors=1, metric='manhattan')",0.70704,0.67907,0.62124,0.74992,0.707,
fake_reviews_dataset,,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(3, 3))","PCA(n_components=500, random_state=42)","KNeighborsClassifier(n_neighbors=1, metric='cosine')",0.72472,0.70648,0.66249,0.75695,0.72465,
fake_reviews_dataset,,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(3, 3))","PCA(n_components=500, random_state=42)","KNeighborsClassifier(n_neighbors=3, metric='euclidean')",0.73281,0.70807,0.64805,0.7807,0.7459,
fake_reviews_dataset,,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(3, 3))","PCA(n_components=500, random_state=42)","KNeighborsClassifier(n_neighbors=3, metric='manhattan')",0.71364,0.67571,0.59876,0.77727,0.74053,
fake_reviews_dataset,,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(3, 3))","PCA(n_components=500, random_state=42)","KNeighborsClassifier(n_neighbors=3, metric='cosine')",0.73798,0.7167,0.66286,0.78009,0.75273,
fake_reviews_dataset,,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(3, 3))","PCA(n_components=500, random_state=42)","KNeighborsClassifier(n_neighbors=5, metric='euclidean')",0.73716,0.70838,0.63835,0.7962,0.75573,
fake_reviews_dataset,,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(3, 3))","PCA(n_components=500, random_state=42)","KNeighborsClassifier(n_neighbors=5, metric='manhattan')",0.70499,0.65627,0.56464,0.78494,0.74067,
fake_reviews_dataset,,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(3, 3))","PCA(n_components=500, random_state=42)","KNeighborsClassifier(n_neighbors=5, metric='cosine')",0.70303,0.69182,0.66802,0.71853,0.7549,
