data,length_used,feature_extraction,feature_selection,model,accuracy,f1_score,recall,precision,roc_auc,note
fake_reviews_dataset,StandardScaler,"TF_IDF{0.01,(1, 1)}",none,XGBoost,0.8398546220438925,0.8394446460632136,0.8373661094547122,0.8415472182249534,0.9251073949157526,
fake_reviews_dataset,StandardScaler,"TF_IDF{0.01,(1, 2)}",none,XGBoost,0.8446527209767168,0.8432166292407437,0.8355776813439532,0.8510076255012422,0.930151929669085,
fake_reviews_dataset,StandardScaler,"TF_IDF{0.01,(1, 3)}",none,XGBoost,0.8448753096007214,0.8433985912363811,0.8356060362860905,0.8513472363625645,0.929398353673031,
fake_reviews_dataset,StandardScaler,"TF_IDF{0.01,(2, 2)}",none,XGBoost,0.7369411080177078,0.7063834211965674,0.632949490988201,0.7992551763034428,0.808018571114402,
fake_reviews_dataset,StandardScaler,"TF_IDF{0.01,(2, 3)}",none,XGBoost,0.7372873488323755,0.7058775035282995,0.6306379630561862,0.8017129858669039,0.808278401596753,
fake_reviews_dataset,StandardScaler,"TF_IDF{0.01,(3, 3)}",none,XGBoost,0.6308371448134483,0.5162739516169278,0.3942506347977209,0.7491063209382798,0.6772500356344432,
fake_reviews_dataset,StandardScaler,"TF_IDF{0.001,(1, 1)}",pca,XGBoost,0.8422783842091238,0.8403713565063173,0.8303635088353236,0.8506523743010188,0.9205395886461378,
fake_reviews_dataset,StandardScaler,"TF_IDF{0.001,(1, 2)}",pca,XGBoost,0.8461614648831478,0.8443554477710528,0.8346207979452313,0.8543645561178559,0.9267238851719584,
fake_reviews_dataset,StandardScaler,"TF_IDF{0.001,(1, 3)}",pca,XGBoost,0.8477690442923438,0.8458241518891196,0.8352557949518038,0.8567110437315588,0.9288002474064369,
fake_reviews_dataset,StandardScaler,"TF_IDF{0.001,(2, 2)}",pca,XGBoost,0.810298867366242,0.8069226499749382,0.7928446137383758,0.821565325122419,0.8931683885978202,
fake_reviews_dataset,StandardScaler,"TF_IDF{0.001,(2, 3)}",pca,XGBoost,0.8128712115746206,0.8087759993292056,0.7913645952983405,0.8269855849379306,0.8939324801680515,
fake_reviews_dataset,StandardScaler,"TF_IDF{0.001,(3, 3)}",none,XGBoost,0.7510636293577198,0.7077971426406837,0.6030912205492056,0.8567701838727378,0.8161551207276023,
fake_reviews_dataset,StandardScaler,"TF_IDF{0.01,(1, 1)}",none,LightGBM,0.8397556519670253,0.8399228485889176,0.841052352867026,0.8388189528042668,0.9253759642354008,
fake_reviews_dataset,StandardScaler,"TF_IDF{0.01,(1, 2)}",none,LightGBM,0.8483378920820298,0.8469982270937144,0.8397927609021334,0.8543343513273747,0.9318077610549954,
fake_reviews_dataset,StandardScaler,"TF_IDF{0.01,(1, 3)}",none,LightGBM,0.8478927545945509,0.846746557643101,0.8405595612641074,0.8530289914250091,0.931294003772164,
fake_reviews_dataset,StandardScaler,"TF_IDF{0.01,(2, 2)}",none,LightGBM,0.7384744912189023,0.7105466480425087,0.6420974334113791,0.7954356394062062,0.8095349690901067,
fake_reviews_dataset,StandardScaler,"TF_IDF{0.01,(2, 3)}",none,LightGBM,0.7378561690955405,0.7093784588338934,0.6400435739260271,0.795743103177719,0.8096592289572632,
fake_reviews_dataset,StandardScaler,"TF_IDF{0.01,(3, 3)}",none,LightGBM,0.632568403939828,0.5142137574444157,0.3892709707243668,0.7590818036363165,0.6795478815255331,
fake_reviews_dataset,StandardScaler,"TF_IDF{0.001,(1, 1)}",pca,LightGBM,0.8360703768726332,0.8339857717920578,0.8236726116660389,0.8446236590269203,0.9175220142203904,
fake_reviews_dataset,StandardScaler,"TF_IDF{0.001,(1, 2)}",pca,LightGBM,0.8396319906008554,0.838127057485262,0.830331912981866,0.8460948814968681,0.9224761806486136,
fake_reviews_dataset,StandardScaler,"TF_IDF{0.001,(1, 3)}",pca,LightGBM,0.8409427698855335,0.839592187060077,0.8325640359834445,0.8468151303856457,0.9239384737813868,
fake_reviews_dataset,StandardScaler,"TF_IDF{0.001,(2, 2)}",pca,LightGBM,0.8147755391137947,0.8122896563912297,0.8014538087816974,0.8234790489248445,0.8936450772756638,
fake_reviews_dataset,StandardScaler,"TF_IDF{0.001,(2, 3)}",pca,LightGBM,0.8136625439992322,0.8105160042639257,0.7969918686732115,0.8245612305932838,0.8943581327088944,
fake_reviews_dataset,StandardScaler,"TF_IDF{0.001,(3, 3)}",none,LightGBM,0.7572467771872795,0.7194293767254069,0.6224732560544838,0.8522073131552383,0.8226788032776611,
fake_reviews_dataset,StandardScaler,"TF_IDF{0.01,(1, 1)}",none,Logistics,0.811559887876528,0.8127440279516783,0.8181524011446271,0.8074150222855476,0.8945327060975601,
fake_reviews_dataset,StandardScaler,"TF_IDF{0.01,(1, 2)}",none,Logistics,0.8257071096813495,0.8258836035235868,0.8271216290174209,0.8246787410494878,0.9095406445867312,
fake_reviews_dataset,StandardScaler,"TF_IDF{0.01,(1, 3)}",none,Logistics,0.8262759177105053,0.8263143888217316,0.8269184270520455,0.8257318916356715,0.909708126665649,
fake_reviews_dataset,StandardScaler,"TF_IDF{0.01,(2, 2)}",none,Logistics,0.6721408577343453,0.6208104668044522,0.5368038401976731,0.736009468441236,0.7507229989312973,
fake_reviews_dataset,StandardScaler,"TF_IDF{0.01,(2, 3)}",none,Logistics,0.6722892960278832,0.6199958357267208,0.5347228531069232,0.7376490075625233,0.7524590678328666,
fake_reviews_dataset,StandardScaler,"TF_IDF{0.01,(3, 3)}",none,Logistics,0.5914621999238372,0.5915818519519075,0.5919488737022032,0.5914273223610284,0.6345814517071755,
fake_reviews_dataset,StandardScaler,"TF_IDF{0.001,(1, 1)}",pca,Logistics,0.8492529684523742,0.8481219255048436,0.8419374994730298,0.8544064609597353,0.9272684599881116,
fake_reviews_dataset,StandardScaler,"TF_IDF{0.001,(1, 2)}",pca,Logistics,0.87230398601457,0.8714358417686231,0.865888511138255,0.8770831027704526,0.9467972173692604,
fake_reviews_dataset,StandardScaler,"TF_IDF{0.001,(1, 3)}",pca,Logistics,0.8745546889425139,0.8735389538541714,0.8668068815671882,0.8803951154207883,0.9485733555986872,
fake_reviews_dataset,StandardScaler,"TF_IDF{0.001,(2, 2)}",pca,Logistics,0.8063665631557333,0.7969630953186246,0.7598947869145438,0.8378424662367685,0.8854872505741185,
fake_reviews_dataset,StandardScaler,"TF_IDF{0.001,(2, 3)}",pca,Logistics,0.8089881981876477,0.7992811179308764,0.760541409074896,0.8422185500814384,0.8877497722185899,
fake_reviews_dataset,StandardScaler,"TF_IDF{0.001,(3, 3)}",none,Logistics,0.7101553746709701,0.6262431531516253,0.4856642648395045,0.8815108251911375,0.7959679835184452,
fake_reviews_dataset,MinMaxScaler,"TF_IDF{0.01,(1, 1)}",none,Logistics,0.8111394630878681,0.8123847303048063,0.8180536176430511,0.8068021324486117,0.8946162166291364,
fake_reviews_dataset,MinMaxScaler,"TF_IDF{0.01,(1, 2)}",none,Logistics,0.8261522991633681,0.8261941286767946,0.8268160311395591,0.8256021797641957,0.909677958579483,
fake_reviews_dataset,MinMaxScaler,"TF_IDF{0.01,(1, 3)}",none,Logistics,0.8266222013442057,0.8265966174863083,0.8269133005097353,0.8263072698087177,0.9098940345288836,
fake_reviews_dataset,MinMaxScaler,"TF_IDF{0.01,(2, 2)}",none,Logistics,0.6727097330505523,0.6213615391093276,0.5371430359532671,0.736925489856716,0.7509046438069273,
fake_reviews_dataset,MinMaxScaler,"TF_IDF{0.01,(2, 3)}",none,Logistics,0.6722645649780502,0.619824880782202,0.5343785697863552,0.7378284056445171,0.7525020529622348,
fake_reviews_dataset,MinMaxScaler,"TF_IDF{0.01,(3, 3)}",none,Logistics,0.5917342414720008,0.5908722708211486,0.5898206995788658,0.5922331412871294,0.6345752589968574,
fake_reviews_dataset,MinMaxScaler,"TF_IDF{0.001,(1, 1)}",none,Logistics,0.8616936377126304,0.861268610618772,0.8588541570261938,0.8637066442802969,0.9380796925935686,
fake_reviews_dataset,MinMaxScaler,"TF_IDF{0.001,(1, 2)}",none,Logistics,0.8933516080886499,0.8924806680743653,0.8855864486289586,0.8995023909755663,0.9602737164456858,
fake_reviews_dataset,MinMaxScaler,"TF_IDF{0.001,(1, 3)}",none,Logistics,0.8949345390275756,0.8940636802972737,0.8870663165631258,0.9011853148439514,0.961387207078836,
fake_reviews_dataset,MinMaxScaler,"TF_IDF{0.001,(2, 2)}",none,Logistics,0.8195243166380599,0.8122428613795485,0.7806673545350067,0.8464890128635032,0.8967846158370646,
fake_reviews_dataset,MinMaxScaler,"TF_IDF{0.001,(2, 3)}",none,Logistics,0.8232836717173653,0.8153169458778062,0.780078394519923,0.8539074322197424,0.9005683220207248,
fake_reviews_dataset,MinMaxScaler,"TF_IDF{0.001,(3, 3)}",none,Logistics,0.7106253135538356,0.6265514966387012,0.485519665344705,0.8832050532620371,0.7962808068969764,
fake_reviews_dataset,MinMaxScaler,"TF_IDF{0.01,(1, 1)}",none,LightGBM,0.8400772259604088,0.8403127243985645,0.8417497634910523,0.8388948005624371,0.9254581616298448,
fake_reviews_dataset,MinMaxScaler,"TF_IDF{0.01,(1, 2)}",none,LightGBM,0.8486594110223713,0.8475945317140383,0.8418791224665512,0.8533945063964458,0.9314892467928122,
fake_reviews_dataset,MinMaxScaler,"TF_IDF{0.01,(1, 3)}",none,LightGBM,0.8484863273170655,0.8472753831763378,0.8407039952222839,0.853952570602148,0.9313413593547316,
fake_reviews_dataset,MinMaxScaler,"TF_IDF{0.01,(2, 2)}",none,LightGBM,0.7384250535872547,0.7090240259844423,0.6375458278121643,0.7988161903667285,0.8097089798209846,
fake_reviews_dataset,MinMaxScaler,"TF_IDF{0.01,(2, 3)}",none,LightGBM,0.7380045676285485,0.7096653366618304,0.6404995042267135,0.7957006431005118,0.809559306409726,
fake_reviews_dataset,MinMaxScaler,"TF_IDF{0.01,(3, 3)}",none,LightGBM,0.6321726826744805,0.5166228075466064,0.3933454676429588,0.7537071964859444,0.6792431572123541,
fake_reviews_dataset,MinMaxScaler,"TF_IDF{0.001,(1, 1)}",none,LightGBM,0.8552383474043301,0.8552735810856135,0.8557054280509991,0.8548896596666633,0.9366457930625972,
fake_reviews_dataset,MinMaxScaler,"TF_IDF{0.001,(1, 2)}",none,LightGBM,0.8676295392724086,0.866198730304097,0.8571056396920202,0.8755133106120002,0.9457419114787428,
fake_reviews_dataset,MinMaxScaler,"TF_IDF{0.001,(1, 3)}",none,LightGBM,0.8660218742251475,0.8645160357434187,0.8550395988027297,0.8742363301534037,0.9456593444217576,
fake_reviews_dataset,MinMaxScaler,"TF_IDF{0.001,(2, 2)}",none,LightGBM,0.8270676752669408,0.817584711139052,0.775124447186822,0.8650302663846242,0.9044357634608572,
fake_reviews_dataset,MinMaxScaler,"TF_IDF{0.001,(2, 3)}",none,LightGBM,0.8275871068344955,0.8176596273368549,0.7732089944885047,0.8676171146568674,0.905522572259444,
fake_reviews_dataset,MinMaxScaler,"TF_IDF{0.001,(3, 3)}",none,LightGBM,0.756925212369403,0.7190475545344213,0.6221260757274815,0.851791626540769,0.8227571536214272,
fake_reviews_dataset,MinMaxScaler,"TF_IDF{0.01,(1, 1)}",none,CatBoost,0.8495003951737934,0.8494139114681616,0.8490828378519799,0.8497652811102661,0.9325932144731,
fake_reviews_dataset,MinMaxScaler,"TF_IDF{0.01,(1, 2)}",none,CatBoost,0.8569202208936021,0.856068620393253,0.8511008133311373,0.8610980570702074,0.9375172197557242,
fake_reviews_dataset,MinMaxScaler,"TF_IDF{0.01,(1, 3)}",none,CatBoost,0.8560298419295652,0.8551921591839123,0.8504403629564985,0.8599994894740682,0.9375445069033346,
fake_reviews_dataset,MinMaxScaler,"TF_IDF{0.01,(2, 2)}",none,CatBoost,0.7387217803077165,0.7103763662389534,0.6410320719056164,0.7967156177305065,0.8105738902433991,
fake_reviews_dataset,MinMaxScaler,"TF_IDF{0.01,(2, 3)}",none,CatBoost,0.7386970584333904,0.710305373186948,0.640848648815552,0.7968161178277678,0.8107615650528583,
fake_reviews_dataset,MinMaxScaler,"TF_IDF{0.01,(3, 3)}",none,CatBoost,0.6317769675261374,0.5153938000335654,0.3917975945956115,0.753945068101674,0.6790145908448266,
fake_reviews_dataset,MinMaxScaler,"TF_IDF{0.001,(1, 1)}",none,CatBoost,0.8665411742771024,0.8655446222220867,0.8593775009422615,0.8718135089044139,0.943903387712741,
fake_reviews_dataset,MinMaxScaler,"TF_IDF{0.001,(1, 2)}",none,CatBoost,0.8769043986493532,0.875724024107732,0.8675084162420938,0.8841205096736212,0.9516466119480076,
fake_reviews_dataset,MinMaxScaler,"TF_IDF{0.001,(1, 3)}",none,CatBoost,0.8778689462948707,0.8767553217318499,0.8690185618009755,0.8846567941012063,0.9524023256662512,
fake_reviews_dataset,MinMaxScaler,"TF_IDF{0.001,(2, 2)}",none,CatBoost,0.8338445273346151,0.8253482499976817,0.78524861428128,0.86988485125196,0.9104664317080436,
fake_reviews_dataset,MinMaxScaler,"TF_IDF{0.001,(2, 3)}",none,CatBoost,0.8344628096974465,0.8258716330291929,0.7851438272869748,0.8711543395206405,0.9114025474916504,
fake_reviews_dataset,MinMaxScaler,"TF_IDF{0.001,(3, 3)}",none,CatBoost,0.7601900167976006,0.7241871254243432,0.6296506257582769,0.8521691251997574,0.8271325892689958,
fake_reviews_dataset,MinMaxScaler,"TF_IDF{0.01,(1, 1)}",none,XGBoost,0.8398546220438925,0.8394446460632136,0.8373661094547122,0.8415472182249534,0.9251073887966882,
fake_reviews_dataset,MinMaxScaler,"TF_IDF{0.01,(1, 2)}",none,XGBoost,0.8446527209767168,0.8432166292407437,0.8355776813439532,0.8510076255012422,0.930151929669085,
fake_reviews_dataset,MinMaxScaler,"TF_IDF{0.01,(1, 3)}",none,XGBoost,0.8448753096007214,0.8433985912363811,0.8356060362860905,0.8513472363625645,0.929398353673031,
fake_reviews_dataset,MinMaxScaler,"TF_IDF{0.01,(2, 2)}",none,XGBoost,0.7369411080177078,0.7063834211965673,0.632949490988201,0.7992551763034428,0.808018571114402,
fake_reviews_dataset,MinMaxScaler,"TF_IDF{0.01,(2, 3)}",none,XGBoost,0.7372873488323755,0.7058775035282995,0.6306379630561862,0.8017129858669039,0.808278401596753,
fake_reviews_dataset,MinMaxScaler,"TF_IDF{0.01,(3, 3)}",none,XGBoost,0.6308371448134483,0.5162739516169278,0.3942506347977209,0.7491063209382798,0.6772500356344432,
fake_reviews_dataset,MinMaxScaler,"TF_IDF{0.001,(1, 1)}",none,XGBoost,0.8518004439783151,0.8503296098917419,0.8421170893601045,0.858736462234913,0.9338546441297472,
fake_reviews_dataset,MinMaxScaler,"TF_IDF{0.001,(1, 2)}",none,XGBoost,0.8581074825617195,0.8561537414921292,0.8445877388397094,0.868048880565189,0.9392683392658082,
fake_reviews_dataset,MinMaxScaler,"TF_IDF{0.001,(1, 3)}",none,XGBoost,0.8570932862478939,0.8552292773788954,0.8443821597179525,0.8663733949208314,0.9394885911029478,
fake_reviews_dataset,MinMaxScaler,"TF_IDF{0.001,(2, 2)}",none,XGBoost,0.8171498238868482,0.8046186572864353,0.7530347070169616,0.8638687398479302,0.8936423807251421,
fake_reviews_dataset,MinMaxScaler,"TF_IDF{0.001,(2, 3)}",none,XGBoost,0.8180897047110814,0.8049984767488381,0.7509557356953648,0.8674885639208302,0.893875031939135,
fake_reviews_dataset,MinMaxScaler,"TF_IDF{0.001,(3, 3)}",none,XGBoost,0.7510636293577198,0.7077971426406837,0.6030912205492056,0.8567701838727378,0.8161551207276023,
fake_reviews_dataset,MinMaxScaler,"TF_IDF{0.01,(1, 1)}",none,AdaBoost,0.7561585620585873,0.7592669491292671,0.7691438713559677,0.7497091621722787,0.8411443813323537,
fake_reviews_dataset,MinMaxScaler,"TF_IDF{0.01,(1, 2)}",none,AdaBoost,0.7596211537154028,0.7576103408575585,0.7514463603917314,0.7639825030026369,0.8457833952723416,
fake_reviews_dataset,MinMaxScaler,"TF_IDF{0.01,(1, 3)}",none,AdaBoost,0.7601157930630781,0.7570080673780616,0.7474097546850068,0.7670303643734651,0.846473531476796,
fake_reviews_dataset,MinMaxScaler,"TF_IDF{0.01,(2, 2)}",none,AdaBoost,0.7248713066328731,0.7031387085729806,0.6517452532139631,0.7634429467060955,0.7877715528289563,
fake_reviews_dataset,MinMaxScaler,"TF_IDF{0.01,(2, 3)}",none,AdaBoost,0.725069176441054,0.7021541093909549,0.6482284987184552,0.7659455387743144,0.7881626939929509,
fake_reviews_dataset,MinMaxScaler,"TF_IDF{0.01,(3, 3)}",none,AdaBoost,0.6334834956026842,0.505984023464055,0.375408380303431,0.775898198047866,0.6811214097787699,
fake_reviews_dataset,MinMaxScaler,"TF_IDF{0.001,(1, 1)}",none,AdaBoost,0.7592748976082235,0.7560975405887536,0.7463774498252546,0.7662029581597912,0.8464560190335847,
fake_reviews_dataset,MinMaxScaler,"TF_IDF{0.001,(1, 2)}",none,AdaBoost,0.7582607930494678,0.7555245857364603,0.7473138493687135,0.7640013927495015,0.8454579206554879,
fake_reviews_dataset,MinMaxScaler,"TF_IDF{0.001,(1, 3)}",none,AdaBoost,0.758780190973497,0.7552673129258817,0.7447613913904939,0.7662255799274507,0.8462269958625214,
fake_reviews_dataset,MinMaxScaler,"TF_IDF{0.001,(2, 2)}",none,AdaBoost,0.7473289930942382,0.7261502297425998,0.6700823595529116,0.7925560490354339,0.8066538064682518,
fake_reviews_dataset,MinMaxScaler,"TF_IDF{0.001,(2, 3)}",none,AdaBoost,0.7478483390237278,0.7262285289045256,0.6689738402880241,0.7942894490469522,0.8061691934888764,
fake_reviews_dataset,MinMaxScaler,"TF_IDF{0.001,(3, 3)}",none,AdaBoost,0.7006084278683269,0.6319275384516132,0.5140169340101879,0.8201127456482595,0.7471555333840328,
